0.000000e+00 0.000000e+00 0.000000e+00 -4.736842e-02 
1.000000e-10 1.000000e-02 1.000000e-10 -4.736842e-02 
2.000000e-10 2.000000e-02 2.000000e-10 -4.736842e-02 
4.000000e-10 4.000000e-02 4.000000e-10 -4.736842e-02 
8.000000e-10 8.000000e-02 8.000000e-10 -4.736842e-02 
1.600000e-09 1.600000e-01 1.600000e-09 -4.736842e-02 
3.200000e-09 3.200000e-01 3.200000e-09 -4.736842e-02 
6.400000e-09 6.400000e-01 6.400000e-09 -4.736842e-02 
1.000000e-08 1.000000e+00 1.000000e-08 -4.736842e-02 
1.033428e-08 1.000000e+00 1.033428e-08 -4.736842e-02 
1.100283e-08 1.000000e+00 1.100283e-08 -4.736842e-02 
1.233993e-08 1.000000e+00 1.233993e-08 -4.736842e-02 
1.501414e-08 1.000000e+00 1.501414e-08 -4.736842e-02 
2.036255e-08 1.000000e+00 2.036255e-08 -4.736842e-02 
3.105937e-08 1.000000e+00 3.105937e-08 -4.736842e-02 
5.245301e-08 1.000000e+00 5.245301e-08 -4.736842e-02 
9.524030e-08 1.000000e+00 9.524030e-08 -4.736841e-02 
1.808149e-07 1.000000e+00 1.808149e-07 -4.736808e-02 
3.415679e-07 1.000000e+00 3.415679e-07 -4.736171e-02 
5.654459e-07 1.000000e+00 5.654459e-07 -4.731132e-02 
9.288292e-07 1.000000e+00 9.288292e-07 -4.694255e-02 
1.463864e-06 1.000000e+00 1.463864e-06 -4.511124e-02 
2.363823e-06 1.000000e+00 2.363823e-06 -3.687096e-02 
3.383923e-06 1.000000e+00 3.383923e-06 -1.940129e-02 
5.128068e-06 1.000000e+00 5.128068e-06 2.343173e-02 
7.235140e-06 1.000000e+00 7.235140e-06 8.277429e-02 
1.026354e-05 1.000000e+00 1.026354e-05 1.621125e-01 
1.510661e-05 1.000000e+00 1.510661e-05 2.609198e-01 
2.320615e-05 1.000000e+00 2.320615e-05 3.643208e-01 
3.879096e-05 1.000000e+00 3.879096e-05 4.500633e-01 
5.442215e-05 1.000000e+00 5.442215e-05 4.717256e-01 
7.829503e-05 1.000000e+00 7.829503e-05 4.786227e-01 
1.081507e-04 1.000000e+00 1.081507e-04 4.789734e-01 
1.678620e-04 1.000000e+00 1.678620e-04 4.789350e-01 
2.500100e-04 1.000000e+00 2.500100e-04 4.789554e-01 
2.500110e-04 9.000000e-01 2.500110e-04 4.789554e-01 
2.500130e-04 7.000000e-01 2.500130e-04 4.789553e-01 
2.500170e-04 3.000000e-01 2.500170e-04 4.789553e-01 
2.500200e-04 0.000000e+00 2.500200e-04 4.789553e-01 
2.500208e-04 0.000000e+00 2.500208e-04 4.789553e-01 
2.500224e-04 0.000000e+00 2.500224e-04 4.789553e-01 
2.500256e-04 0.000000e+00 2.500256e-04 4.789553e-01 
2.500320e-04 0.000000e+00 2.500320e-04 4.789553e-01 
2.500448e-04 0.000000e+00 2.500448e-04 4.789553e-01 
2.500704e-04 0.000000e+00 2.500704e-04 4.789552e-01 
2.501216e-04 0.000000e+00 2.501216e-04 4.789551e-01 
2.502240e-04 0.000000e+00 2.502240e-04 4.789541e-01 
2.504288e-04 0.000000e+00 2.504288e-04 4.789375e-01 
2.508384e-04 0.000000e+00 2.508384e-04 4.786617e-01 
2.514992e-04 0.000000e+00 2.514992e-04 4.765104e-01 
