0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-08 5.026548e-05 1.000000e-08 -5.467902e-05 
2.000000e-08 1.005310e-04 2.000000e-08 -1.989652e-04 
4.000000e-08 2.010619e-04 4.000000e-08 -6.271154e-04 
8.000000e-08 4.021236e-04 8.000000e-08 -1.984731e-03 
1.600000e-07 8.042456e-04 1.600000e-07 -5.254971e-03 
3.200000e-07 1.608478e-03 3.200000e-07 -1.197610e-02 
6.400000e-07 3.216852e-03 6.400000e-07 -2.536050e-02 
1.280000e-06 6.432872e-03 1.280000e-06 -5.208761e-02 
2.280000e-06 1.145426e-02 2.280000e-06 -9.364214e-02 
3.280000e-06 1.646841e-02 3.280000e-06 -1.349514e-01 
4.280000e-06 2.147216e-02 4.280000e-06 -1.759683e-01 
5.280000e-06 2.646235e-02 5.280000e-06 -2.166846e-01 
6.280000e-06 3.143582e-02 6.280000e-06 -2.570581e-01 
7.280000e-06 3.638944e-02 7.280000e-06 -2.970768e-01 
8.280000e-06 4.132008e-02 8.280000e-06 -3.367025e-01 
9.280000e-06 4.622461e-02 9.280000e-06 -3.759208e-01 
1.028000e-05 5.109995e-02 1.028000e-05 -4.146966e-01 
1.128000e-05 5.594301e-02 1.128000e-05 -4.530137e-01 
1.228000e-05 6.075074e-02 1.228000e-05 -4.908398e-01 
1.328000e-05 6.552010e-02 1.328000e-05 -5.281574e-01 
1.428000e-05 7.024807e-02 1.428000e-05 -5.649365e-01 
1.528000e-05 7.493168e-02 1.528000e-05 -6.011588e-01 
1.628000e-05 7.956795e-02 1.628000e-05 -6.367966e-01 
1.728000e-05 8.415397e-02 1.728000e-05 -6.718310e-01 
1.828000e-05 8.868683e-02 1.828000e-05 -7.062361e-01 
1.928000e-05 9.316368e-02 1.928000e-05 -7.399930e-01 
2.028000e-05 9.758168e-02 2.028000e-05 -7.730775e-01 
2.128000e-05 1.019381e-01 2.128000e-05 -8.054708e-01 
2.228000e-05 1.062300e-01 2.228000e-05 -8.371503e-01 
