0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.000000e-06 6.283185e-05 1.000000e-06 -6.270644e-05 1.000000e-06 6.270644e-08 
2.000000e-06 1.256637e-04 2.000000e-06 -1.254128e-04 2.000000e-06 1.254128e-07 
4.000000e-06 2.513271e-04 4.000000e-06 -2.508255e-04 4.000000e-06 2.508255e-07 
8.000000e-06 5.026527e-04 8.000000e-06 -5.016494e-04 8.000000e-06 5.016494e-07 
1.600000e-05 1.005293e-03 1.600000e-05 -1.003286e-03 1.600000e-05 1.003286e-06 
3.200000e-05 2.010484e-03 3.200000e-05 -2.006471e-03 3.200000e-05 2.006471e-06 
6.400000e-05 4.020155e-03 6.400000e-05 -4.012131e-03 6.400000e-05 4.012131e-06 
1.280000e-04 8.033810e-03 1.280000e-04 -8.017774e-03 1.280000e-04 8.017774e-06 
2.280000e-04 1.427671e-02 2.280000e-04 -1.424822e-02 2.280000e-04 1.424822e-05 
3.280000e-04 2.046327e-02 3.280000e-04 -2.042243e-02 3.280000e-04 2.042243e-05 
4.280000e-04 2.656907e-02 4.280000e-04 -2.651604e-02 4.280000e-04 2.651604e-05 
5.280000e-04 3.257002e-02 5.280000e-04 -3.250501e-02 5.280000e-04 3.250501e-05 
6.280000e-04 3.844242e-02 6.280000e-04 -3.836569e-02 6.280000e-04 3.836569e-05 
7.280000e-04 4.416311e-02 7.280000e-04 -4.407496e-02 7.280000e-04 4.407496e-05 
8.280000e-04 4.970951e-02 8.280000e-04 -4.961029e-02 8.280000e-04 4.961029e-05 
9.280000e-04 5.505973e-02 9.280000e-04 -5.494983e-02 9.280000e-04 5.494983e-05 
1.028000e-03 6.019265e-02 1.028000e-03 -6.007251e-02 1.028000e-03 6.007251e-05 
1.128000e-03 6.508802e-02 1.128000e-03 -6.495811e-02 1.128000e-03 6.495811e-05 
1.228000e-03 6.972652e-02 1.228000e-03 -6.958734e-02 1.228000e-03 6.958734e-05 
1.328000e-03 7.408984e-02 1.328000e-03 -7.394195e-02 1.328000e-03 7.394195e-05 
1.428000e-03 7.816076e-02 1.428000e-03 -7.800475e-02 1.428000e-03 7.800475e-05 
1.528000e-03 8.192321e-02 1.528000e-03 -8.175969e-02 1.528000e-03 8.175969e-05 
1.628000e-03 8.536235e-02 1.628000e-03 -8.519197e-02 1.628000e-03 8.519197e-05 
1.728000e-03 8.846461e-02 1.728000e-03 -8.828803e-02 1.728000e-03 8.828803e-05 
1.828000e-03 9.121773e-02 1.828000e-03 -9.103566e-02 1.828000e-03 9.103566e-05 
1.928000e-03 9.361087e-02 1.928000e-03 -9.342402e-02 1.928000e-03 9.342402e-05 
2.028000e-03 9.563456e-02 2.028000e-03 -9.544367e-02 2.028000e-03 9.544367e-05 
2.128000e-03 9.728082e-02 2.128000e-03 -9.708665e-02 2.128000e-03 9.708665e-05 
2.228000e-03 9.854317e-02 2.228000e-03 -9.834647e-02 2.228000e-03 9.834647e-05 
2.328000e-03 9.941660e-02 2.328000e-03 -9.921817e-02 2.328000e-03 9.921817e-05 
2.428000e-03 9.989769e-02 2.428000e-03 -9.969829e-02 2.428000e-03 9.969829e-05 
2.528000e-03 9.998452e-02 2.528000e-03 -9.978495e-02 2.528000e-03 9.978495e-05 
2.628000e-03 9.967677e-02 2.628000e-03 -9.947781e-02 2.628000e-03 9.947781e-05 
2.728000e-03 9.897563e-02 2.728000e-03 -9.877807e-02 2.728000e-03 9.877807e-05 
2.828000e-03 9.788388e-02 2.828000e-03 -9.768851e-02 2.828000e-03 9.768851e-05 
2.928000e-03 9.640583e-02 2.928000e-03 -9.621340e-02 2.928000e-03 9.621340e-05 
3.028000e-03 9.454731e-02 3.028000e-03 -9.435859e-02 3.028000e-03 9.435859e-05 
3.128000e-03 9.231566e-02 3.128000e-03 -9.213139e-02 3.128000e-03 9.213139e-05 
3.228000e-03 8.971967e-02 3.228000e-03 -8.954059e-02 3.228000e-03 8.954059e-05 
3.328000e-03 8.676961e-02 3.328000e-03 -8.659641e-02 3.328000e-03 8.659641e-05 
3.428000e-03 8.347710e-02 3.428000e-03 -8.331048e-02 3.428000e-03 8.331048e-05 
3.528000e-03 7.985515e-02 3.528000e-03 -7.969576e-02 3.528000e-03 7.969576e-05 
3.628000e-03 7.591804e-02 3.628000e-03 -7.576651e-02 3.628000e-03 7.576651e-05 
3.728000e-03 7.168133e-02 3.728000e-03 -7.153825e-02 3.728000e-03 7.153825e-05 
3.828000e-03 6.716171e-02 3.828000e-03 -6.702766e-02 3.828000e-03 6.702766e-05 
3.928000e-03 6.237705e-02 3.928000e-03 -6.225254e-02 3.928000e-03 6.225254e-05 
4.028000e-03 5.734621e-02 4.028000e-03 -5.723174e-02 4.028000e-03 5.723174e-05 
4.128000e-03 5.208904e-02 4.128000e-03 -5.198507e-02 4.128000e-03 5.198507e-05 
4.228000e-03 4.662631e-02 4.228000e-03 -4.653325e-02 4.228000e-03 4.653325e-05 
4.328000e-03 4.097957e-02 4.328000e-03 -4.089777e-02 4.328000e-03 4.089777e-05 
4.428000e-03 3.517109e-02 4.428000e-03 -3.510089e-02 4.428000e-03 3.510089e-05 
4.528000e-03 2.922382e-02 4.528000e-03 -2.916549e-02 4.528000e-03 2.916549e-05 
4.628000e-03 2.316121e-02 4.628000e-03 -2.311498e-02 4.628000e-03 2.311498e-05 
4.728000e-03 1.700719e-02 4.728000e-03 -1.697324e-02 4.728000e-03 1.697324e-05 
4.828000e-03 1.078605e-02 4.828000e-03 -1.076453e-02 4.828000e-03 1.076453e-05 
4.928000e-03 4.522351e-03 4.928000e-03 -4.513324e-03 4.928000e-03 4.513324e-06 
5.028000e-03 -1.759201e-03 5.028000e-03 1.755690e-03 5.028000e-03 -1.755690e-06 
5.128000e-03 -8.033810e-03 5.128000e-03 8.017774e-03 5.128000e-03 -8.017774e-06 
5.228000e-03 -1.427671e-02 5.228000e-03 1.424822e-02 5.228000e-03 -1.424822e-05 
5.328000e-03 -2.046327e-02 5.328000e-03 2.042243e-02 5.328000e-03 -2.042243e-05 
5.428000e-03 -2.656907e-02 5.428000e-03 2.651604e-02 5.428000e-03 -2.651604e-05 
5.528000e-03 -3.257002e-02 5.528000e-03 3.250501e-02 5.528000e-03 -3.250501e-05 
5.628000e-03 -3.844242e-02 5.628000e-03 3.836569e-02 5.628000e-03 -3.836569e-05 
5.728000e-03 -4.416311e-02 5.728000e-03 4.407496e-02 5.728000e-03 -4.407496e-05 
5.828000e-03 -4.970951e-02 5.828000e-03 4.961029e-02 5.828000e-03 -4.961029e-05 
5.928000e-03 -5.505973e-02 5.928000e-03 5.494983e-02 5.928000e-03 -5.494983e-05 
6.028000e-03 -6.019265e-02 6.028000e-03 6.007251e-02 6.028000e-03 -6.007251e-05 
6.128000e-03 -6.508802e-02 6.128000e-03 6.495811e-02 6.128000e-03 -6.495811e-05 
6.228000e-03 -6.972652e-02 6.228000e-03 6.958734e-02 6.228000e-03 -6.958734e-05 
6.328000e-03 -7.408984e-02 6.328000e-03 7.394195e-02 6.328000e-03 -7.394195e-05 
6.428000e-03 -7.816076e-02 6.428000e-03 7.800475e-02 6.428000e-03 -7.800475e-05 
6.528000e-03 -8.192321e-02 6.528000e-03 8.175969e-02 6.528000e-03 -8.175969e-05 
