1.000000e+02 2.000000e-01 1.000000e+02 3.324134e-02 1.000000e+02 1.662067e-01 
1.115884e+02 2.000000e-01 1.115884e+02 2.886455e-02 1.115884e+02 1.443227e-01 
1.245197e+02 2.000000e-01 1.245197e+02 2.306088e-02 1.245197e+02 1.153044e-01 
1.389495e+02 2.000000e-01 1.389495e+02 1.557000e-02 1.389495e+02 7.784998e-02 
1.550516e+02 2.000000e-01 1.550516e+02 6.072295e-03 1.550516e+02 3.036147e-02 
1.730196e+02 2.000000e-01 1.730196e+02 -5.818941e-03 1.730196e+02 -2.909470e-02 
1.930698e+02 2.000000e-01 1.930698e+02 -2.056405e-02 1.930698e+02 -1.028203e-01 
2.154435e+02 2.000000e-01 2.154435e+02 -3.870081e-02 2.154435e+02 -1.935040e-01 
2.404099e+02 2.000000e-01 2.404099e+02 -6.084347e-02 2.404099e+02 -3.042174e-01 
2.682696e+02 2.000000e-01 2.682696e+02 -8.767449e-02 2.682696e+02 -4.383724e-01 
2.993577e+02 2.000000e-01 2.993577e+02 -1.199252e-01 2.993577e+02 -5.996261e-01 
3.340485e+02 2.000000e-01 3.340485e+02 -1.583420e-01 3.340485e+02 -7.917100e-01 
3.727594e+02 2.000000e-01 3.727594e+02 -2.036342e-01 3.727594e+02 -1.018171e+00 
4.159562e+02 2.000000e-01 4.159562e+02 -2.564020e-01 4.159562e+02 -1.282010e+00 
4.641589e+02 2.000000e-01 4.641589e+02 -3.170466e-01 4.641589e+02 -1.585233e+00 
5.179475e+02 2.000000e-01 5.179475e+02 -3.856686e-01 5.179475e+02 -1.928343e+00 
5.779693e+02 2.000000e-01 5.779693e+02 -4.619707e-01 5.779693e+02 -2.309853e+00 
6.449467e+02 2.000000e-01 6.449467e+02 -5.451832e-01 6.449467e+02 -2.725916e+00 
7.196857e+02 2.000000e-01 7.196857e+02 -6.340376e-01 7.196857e+02 -3.170188e+00 
8.030857e+02 2.000000e-01 8.030857e+02 -7.268062e-01 8.030857e+02 -3.634031e+00 
8.961505e+02 2.000000e-01 8.961505e+02 -8.214160e-01 8.961505e+02 -4.107080e+00 
1.000000e+03 2.000000e-01 1.000000e+03 -9.156237e-01 1.000000e+03 -4.578119e+00 
1.115884e+03 2.000000e-01 1.115884e+03 -1.007224e+00 1.115884e+03 -5.036122e+00 
1.245197e+03 2.000000e-01 1.245197e+03 -1.094252e+00 1.245197e+03 -5.471260e+00 
1.389495e+03 2.000000e-01 1.389495e+03 -1.175135e+00 1.389495e+03 -5.875676e+00 
1.550516e+03 2.000000e-01 1.550516e+03 -1.248785e+00 1.550516e+03 -6.243925e+00 
1.730196e+03 2.000000e-01 1.730196e+03 -1.314609e+00 1.730196e+03 -6.573046e+00 
