0.000000e+00 0.000000e+00 
1.000000e-08 6.361266e-14 
2.000000e-08 8.422796e-13 
4.000000e-08 8.367527e-12 
8.000000e-08 8.381183e-11 
1.600000e-07 5.875473e-10 
3.200000e-07 3.051638e-09 
6.400000e-07 1.368415e-08 
1.280000e-06 5.772595e-08 
2.280000e-06 1.865713e-07 
3.280000e-06 3.874866e-07 
4.280000e-06 6.588267e-07 
5.280000e-06 9.989837e-07 
6.280000e-06 1.405933e-06 
7.280000e-06 1.877758e-06 
8.280000e-06 2.412098e-06 
9.280000e-06 3.006733e-06 
1.028000e-05 3.659006e-06 
1.128000e-05 4.366413e-06 
1.228000e-05 5.126037e-06 
1.328000e-05 5.935110e-06 
1.428000e-05 6.790495e-06 
1.528000e-05 7.689190e-06 
1.628000e-05 8.627871e-06 
1.728000e-05 9.603338e-06 
1.828000e-05 1.061212e-05 
1.928000e-05 1.165084e-05 
2.028000e-05 1.271593e-05 
2.128000e-05 1.380390e-05 
2.228000e-05 1.491108e-05 
2.328000e-05 1.603390e-05 
2.428000e-05 1.716868e-05 
2.528000e-05 1.831178e-05 
2.628000e-05 1.945953e-05 
2.728000e-05 2.060830e-05 
2.828000e-05 2.175444e-05 
2.928000e-05 2.289438e-05 
3.028000e-05 2.402454e-05 
3.128000e-05 2.514142e-05 
3.228000e-05 2.624157e-05 
3.328000e-05 2.732161e-05 
3.428000e-05 2.837823e-05 
3.528000e-05 2.940821e-05 
3.628000e-05 3.040843e-05 
3.728000e-05 3.137586e-05 
3.828000e-05 3.230758e-05 
3.928000e-05 3.320081e-05 
4.028000e-05 3.405287e-05 
4.128000e-05 3.486123e-05 
4.228000e-05 3.562349e-05 
4.328000e-05 3.633739e-05 
4.428000e-05 3.700085e-05 
4.528000e-05 3.761190e-05 
4.628000e-05 3.816877e-05 
4.728000e-05 3.866985e-05 
4.828000e-05 3.911368e-05 
4.928000e-05 3.949899e-05 
5.028000e-05 3.982471e-05 
5.128000e-05 4.008988e-05 
5.228000e-05 4.029381e-05 
5.328000e-05 4.043592e-05 
5.428000e-05 4.051586e-05 
5.528000e-05 4.053344e-05 
5.628000e-05 4.048868e-05 
5.728000e-05 4.038176e-05 
5.828000e-05 4.021306e-05 
5.928000e-05 3.998313e-05 
6.028000e-05 3.969273e-05 
6.128000e-05 3.934275e-05 
6.228000e-05 3.893431e-05 
6.328000e-05 3.846865e-05 
6.428000e-05 3.794724e-05 
6.528000e-05 3.737165e-05 
6.628000e-05 3.674367e-05 
6.728000e-05 3.606518e-05 
6.828000e-05 3.533828e-05 
6.928000e-05 3.456515e-05 
7.028000e-05 3.374815e-05 
7.128000e-05 3.288975e-05 
7.228000e-05 3.199257e-05 
7.328000e-05 3.105929e-05 
7.428000e-05 3.009277e-05 
7.528000e-05 2.909591e-05 
7.628000e-05 2.807174e-05 
7.728000e-05 2.702334e-05 
7.828000e-05 2.595391e-05 
7.928000e-05 2.486667e-05 
8.028000e-05 2.376494e-05 
8.128000e-05 2.265204e-05 
8.228000e-05 2.153138e-05 
8.328000e-05 2.040634e-05 
8.428000e-05 1.928038e-05 
8.528000e-05 1.815693e-05 
8.628000e-05 1.703943e-05 
8.728000e-05 1.593130e-05 
8.828000e-05 1.483597e-05 
